userName,score,at,content,translated_content,sentiment
D Melinia,3,2023-10-18 13:25:07,"coba deh threads ubah format tanggalnya jangan pake mingguan tapi pake tanggal & jam berapa tepat. terus, di segmen explore, improve search barnya biar ga kalah sama X & Tiktok. ini apk penulisan sisi lain Instagram, tp search barnya jangan disamain dengan IG yg lebih efektif mencarinya lewat ""#"" & nama doang","Try changing the date format, don't use weekly, but use the exact date & time. Continue, in the explore segment, improve the search bar so it doesn't lose to X & Tiktok. This apk writes the other side of Instagram, but don't confuse the search bar with IG which is more effective in searching via ""#"" & name only.",positive
Kinkdilion lion,5,2024-05-22 18:15:18,Mantap dengan aplikasi ini,Great with this application,positive
Rendy Nugraha,5,2023-07-06 17:46:33,"Lumayan mirip sama twitter dan menurut saya, saya lebih suka ini ketimbang twitter. Semoga di masa mendatang akan ada lagi fitur bagus yg di kembangkan oleh meta untuk Threads. Karena aplikasi ini punya potensi besar untuk bersaing dengan sosial media yg lain","Quite similar to Twitter and in my opinion, I prefer this to Twitter. Hopefully in the future there will be more good features developed by meta for Threads. Because this application has great potential to compete with other social media",positive
Air Bersih,5,2023-08-21 02:53:29,Aplikasi ini lebih bagus daripada yang Ono noh yg dulu logonya burung warna biru skarang jadi logo X berlatar hitam🙄 Thank Threads Semoga tidak seperti aplikasi sebelah penuh drama dn aturan nya ehmm🥺🤗,"This application is better than the Ono Noh one which used to have a blue bird logo, now it's an",positive
Leo,5,2023-07-06 05:20:53,"Twitter dulu bagus sekarang2 gegara satu orang ""yg itu"" ambil alih kuasa, jadi kerasa kurang ""pake banget"". Entah apa yg ada dibenak orang itu... Saatnya beralih ke Threads wkwk","Twitter used to be good, now because one ""that"" person took over, it feels like it's less ""useful"". I don't know what's on that person's mind... Time to switch to Threads hahaha",positive
zizi,2,2023-07-08 12:16:02,"gara-gara aku download ini Ig aku gak bisa dibuka, kalau dibuka pasti keluar sendiri terus harus gimana ya, udah ku uninstall aku login lagi masih tetep, tolong kerjasamanya ya","because I downloaded this IG can't be opened, if I open it it will exit by itself and what should I do, I've uninstalled it, I've logged in again, it's still working, please cooperate, OK?",positive
Tam Roel,2,2023-07-16 13:34:08,Saya menemukan bug Application. Ketika post vidio / foto ukuran besar sangat lemot. Muat berulang kali juga. Harus di compress dulu file nya,I found an Application bug. When posting large size videos/photos it is very slow. Load repeatedly too. You have to compress the file first,negative
Shabrina Salsabila,5,2023-07-06 11:25:16,"Ku kasih rating 5 soalny masih suka error, tolong diperbaiki bugnya masih sering error kalau login...kalau bisa adain fitur bisa liat yang unfoll","I give a rating of 5 because it still has errors, please fix the bug, it still often has errors when logging in... if you can add a feature you can see the unfollow",negative
Firrer Alolysius,5,2024-03-30 12:12:36,sudah cukup n sangat baik semoga kedepanya semakin baik dan lancar tuhan memberkati 🙏🥰,That's enough and very good. Hopefully in the future it will get better and smoother. God bless you 🙏🥰,positive
Inyonk 2023,3,2023-07-06 13:46:20,"Bagus sih cuma di timeline banyak post orang lain yang gak kita follow, jadi membuat gak nyaman. Perbaiki lagi dongs timeline nya","It's good, but on the timeline there are lots of other people's posts that we don't follow, so it makes us uncomfortable. Please fix the timeline again",positive
Deni Saputra,5,2024-01-23 03:04:50,mungkin bisa ditambahkan fitur hastag lebih dari satu; fitur arsipkan utas; dan fitur musik,maybe you can add more than one hashtag feature; thread archive feature; and music features,negative
Johanes Titan,4,2023-07-06 17:51:25,"mungkin kedepannya fitur² untuk mempermudah pengguna bisa ditambahkan seperti, pindah akun bisa hold tap saja, terus fitur hastag juga ditampilka dipencarian","Maybe in the future features can be added to make it easier for users, such as moving accounts, you can just hold tap, then the hashtag feature will also be displayed in search.",positive
Mufti Afdhali Siregar,3,2023-07-08 04:14:49,"Masih banyak sekali kekurangan dibanding twitter, tidak ada nya hastag, DM, fitur trend dan masih banyak lagi Dan jika bisa, ada baiknya Instagram dan threads dilakukan pemisahan","There are still many shortcomings compared to Twitter, there are no hashtags, DMs, trending features and many more. And if possible, it would be better if Instagram and threads were separated.",positive
Rudi AR,3,2023-07-06 06:03:23,"Dari segi tampilan udah bagus cuman masih ada yg eror yaitu pengen lihat teman yg follow GK di tau harus di kunjungi satu"" akunya mungkin masih awal masih banyak yg perlu di perbaiki","In terms of appearance, it's already good, but there's still an error, namely wanting to see friends who follow GK, you know you have to visit one,"" he admitted, maybe it's still early days, there's still a lot that needs to be fixed.",positive
Crazy ATM (Game Hiburan),1,2023-07-10 12:48:06,"Tidak bisa ganti profil , maaf terjadi kesalahan, silahkan coba lagi , udah 100 x coba ttp gk bisa , oi deploper fix dong MTnya","Can't change profile, sorry there's an error, please try again, I've tried 100 times but it doesn't work, oh, deploper, please fix the MT.",positive
Tunas Agdiyan,4,2023-08-03 03:41:05,"Lumayan sih.. cuma klo mo zoom gambar tuh repot bin ribet.. ga kaya aplikasi sebelah, yang tinggal ketuk 2x .. coba dong ATM..(Amati.. Tiru.. Modifikasi)..","It's not bad... but if you want to zoom the image it's a hassle and it's complicated... it's not like the application next door, you just have to tap twice... try ATM... (Observe... Imitate... Modify)..",negative
tri rahmat antono,5,2024-02-12 13:00:50,"terima kasih, sangat bermanfaat untuk edukasi komunikasi sosial","Thank you, very useful for social communication education",positive
Sasax Primitive,4,2024-04-18 11:45:09,berikan pilihan agar media video tidak otomatis terputar,provide an option so that video media does not automatically play,negative
Virgi Fahrezy,1,2023-07-08 20:45:33,"Wah...bug nya parah banget sih... Untuk sekelas ""meta"" meskipun ini apk baru,harus nya bisa lebih di optimalkan lagi sebelum di rilis... Klw begini kan kesan pertama org org bkl jelek banget...","Wow... the bugs are really serious... For the ""meta"" class, even though this is a new apk, it should be further optimized before it is released... If this is the case, people's first impression is that it's really bad...",positive
Fitrah Ramadhani,2,2023-07-08 08:02:05,"Pertama kali saya pake bagus, nah dipake besoknya jadii jelekk apa karna hpnya atau aplikasinya nggak tau jugaa.. Jadi saya nggak bisa pakai aplikasinya 🙏 cuman sekalii soalnya nggak keliatann..","The first time I used it, it was good, then the next time I used it, it turned out to be bad, because I didn't know the phone or the application either... So I couldn't use the application 🙏 only once because I couldn't see it...",negative
Ika Irawati,2,2024-03-13 05:03:14,"kenapa setiap kali posting utas, ngepostingnya sekali masuknya 10 kali. sampe cape ngehapusnya lagi","Why is it that every time you post a thread, you post it once, 10 times. until I get tired of deleting it again",negative
Johan Akbar,5,2024-04-04 10:11:25,Bagus Bangeut Sangat Ngebantu Sekali Untuk Saling Berkomunikasi : O,"Very good, very helpful for communicating with each other: O",positive
Cheesy Nivela,5,2024-03-05 16:22:47,"sukaa sii karna bisa buatt meluapkan isi hatii dgn cerita disini, bisa juga untuk mengabadikan moment"" dlm bentuk vidio, seruuuu","I really like it because you can express your feelings with stories here, you can also immortalize the moment in video form, it's fun",positive
Siti Saqie Antara,5,2024-03-20 14:03:57,"11-12 (hampir sama) keg tweeter,mudah digunakan,tp aku sygnya 14 jam dr pengunduhan baru dpt 4 follower 😂 maklum, yg follower ny byk kalau gk cantik ya yg sexi. aku cm anak petani","11-12 (almost the same) keg tweeter, easy to use, but I'm sorry it took 14 hours from downloading to get 4 followers 😂 Understandably, those with lots of followers are either pretty or sexy. I'm just a farmer's daughter",positive
Baco Becce,4,2024-04-10 02:15:25,"Berpaduan IG dan Twitter, semoga ini menjadi pengganti aplikasi HELO yang sebelumnya bagus di pakai namun di blokir di Indonesia","Combining IG and Twitter, hopefully this will be a replacement for the HELO application which was previously good to use but was blocked in Indonesia",negative
ayu kumala sari,4,2024-04-17 05:16:55,adain fitur musik juga dong kalo up foto 😁,There's also a music feature when you take a photo 😁,negative
Agustinus Lumban Gaol,5,2024-02-21 07:20:05,belum terbiasa. belum dapat kesan nikmatnya main treads,not familiar. I can't yet get the impression of the pleasure of playing treads,positive
Nia febrianti Dany,5,2024-03-20 21:52:57,kereeennn transparan dan tidak memberi ruang chat privasi. Suka suka suka,kereeennn transparent and does not provide chat room privacy. Like like like,positive
Juwati Indah saputri,5,2024-04-13 21:47:31,sangat berguna untuk sambat dan semua postingan amat related,very useful for greetings and all posts are very related,positive
alnafa alnafa,5,2024-02-09 03:59:21,mantap selalu dalam melestarikan budaya daerah,Always determined to preserve regional culture,positive
fikar husain,5,2024-03-28 19:06:22,Plz buatin FITUR ARSIP POSTINGAN dong😭apk nya udh bagus yang kurang itu Fitur ARSIP nya 🙏🏻,Pls make a POST ARCHIVE FEATURE bro😭the apk is good what's missing is the ARCHIVE feature 🙏🏻,positive
Tino Aldi,5,2024-02-22 23:26:27,cukup bagus dan saran saya tambahkan fitur chat,quite good and my suggestion is to add a chat feature,positive
Tojo Sitorus,5,2024-02-26 12:01:35,aplikasi yg baik dan Ter cepat,good and fastest application,positive
Andri Bahtiar (Ononk),5,2024-01-28 02:11:24,"sangat menghibur sekali, seru banget jadi lebih banyak temennya","very entertaining, really fun to make more friends",positive
Gamal Muhammad,5,2024-02-11 20:33:32,"sangat membantu dalam hal promosi,keren banget deh","Very helpful in terms of promotion, really cool",positive
Popon keren abiiis Turmini,4,2024-02-18 21:06:21,bagus sih keren abis cuma kenapa gak d satuin aj ig nya gk d pisah,"It's good, it's really cool, but why don't you just put the IG together and not separate it?",positive
Arief Wicaksono Budi,4,2024-03-20 04:15:25,"lumayanlah untuk dibuat ngobrol, mantap 👍","Not bad for chatting, great 👍",positive
anwar widjaya,5,2024-03-17 09:38:10,Semoga sehat selalu dan lancar rezekinya...,May you always be healthy and have smooth fortune...,positive
Denny Ahmad,4,2023-07-08 02:05:13,"Tambahkan trending topik Indonesia dong, terus tambah fitur simpan gambar soalnya berguna banget buat status WhatsApp pliss bangedd. SEKIAN DARI SAYA ~Denny~","Please add trending Indonesian topics, then add the save image feature because it's really useful for WhatsApp statuses, really pls. THAT'S ALL FROM ME ~Denny~",positive
Eko Susanto,5,2024-02-07 00:47:21,"Cukup memuaskan, meskipun perlu belajar","Quite satisfying, although it takes some learning",positive
Khalim Atus,5,2024-02-18 04:03:10,Aplikasinya bagus dan bermanfaat ♡isinya tidak macam macam,The application is good and useful ♡ the content is not varied,positive
soobrangdaninmyheart,2,2023-08-13 13:06:08,"Please perbaikin timeline nya, banyak akun yang gak di follow malah yang muncul, susah cari akun yang di follow harus nyalain notifikasi lonceng dulu baru ada, gak ada bookmark, gak ada pin...","Please improve the timeline, many accounts that are not followed appear, it is difficult to find accounts that are followed, you have to turn on the bell notification first before it appears, there are no bookmarks, there are no pins...",negative
I Made Kerta Anugrah,5,2024-03-14 02:46:58,Threads Aplikasi Pengganti X ( Twitter ) Yang Bagus Dan Cocok Untun Bisnis Dan Bebas Berekspresi,Threads Replacement Application for X (Twitter) which is good and suitable for business and free expression,positive
Ardy Wiguna,5,2024-01-25 16:47:07,Lebih mudah lebih simple,"Easier, simpler",positive
Rehana,4,2024-03-16 15:29:24,postingan yg di post tidak muncul,Posts that have been posted do not appear,negative
MU'ADZ BAHAR,5,2024-03-05 03:50:23,social media threads emang paling bagus dari X,social media threads are indeed the best from X,positive
Udin Syarif,5,2024-03-26 15:59:16,Apk bagus banget nih untu mendapatkan info akurat.,This apk is really good for getting accurate information.,positive
Joko Pitoyo,3,2024-03-10 12:45:49,baik dan bisa nambah wawasan,good and can increase insight,positive
13_Hapsari R.I_ XII IPS 2,3,2023-07-07 00:20:53,"masih banyak yang harus dibenahi, tiba tiba erorr sendiri, belum ada beberapa fitur yang penting. Overall cukup bagus dan semoga dikembangkan lebih lagi 👍🏻","There is still a lot that needs to be fixed, suddenly there will be an error, there are still some important features. Overall it's quite good and hopefully it will be developed further 👍🏻",positive
Nabil Alexander Putra,2,2023-07-10 20:29:45,"Aplikasi yang tidak cocok untuk didownload, banyak bug yang ada seperti tulisan dan gambar ovelapping dengan yang lain.","The application is not suitable for downloading, there are many bugs such as writing and images overlapping with others.",negative
apri senanda,2,2023-07-14 01:17:55,Tolong timeline jangan berantakan dong. Sesuaikan dengan waktu update nya dan berurutan,Please don't mess up the timeline. Adjust it to the update time and in sequence.,positive
Shiharai Giovana,3,2023-07-06 03:00:43,Sejauh ini masih aman gak ada bug dan enak dipakai tapi tolong adain fitur translate dong min masih awam bahasa lain gua selain indo dan English,"So far it's still safe, there are no bugs and it's easy to use, but please provide a translation feature, min, I'm still not familiar with other languages ​​besides Indonesian and English.",positive
ryan bagoes,5,2023-07-06 13:50:45,"Ini nih aplikasi yang mungkin bisa gantiin Twitter, terima kasih Meta udah membuatkan aplikasi pesaingnya, ditunggu perkembangan selanjutnya, dan juga update2 berikutnya.","This is an application that might be able to replace Twitter, thank you Meta for making a competing application, we are waiting for further developments and also the next updates.",positive
Milla Lestari,1,2023-07-09 04:26:57,"Baru download eh pas lihat postingan di akun Instagram banyak yang hilang, itu kenapa bisa begitu coba? Seseorang jelaskan pada saya, demi apa? Nyesel banget pake ini kalau emang postingan ngga bisa balik lagi, (emot nangis)","Just downloaded it, but when I saw the posts on my Instagram account, many of them were missing, why did you try that? Someone explain to me, for what? I'll really regret using this if the posts can't come back again, (cries)",negative
Kirana Rainar,3,2023-07-09 05:34:22,"Bagus, tapi bug nya terlalu membuat kesal!! Saat masuk memang biasa, tetapi jika di scroll ke bawah katanya malah banyak dan jadi ngeleg","Good, but the bugs are too annoying!! When you enter it's normal, but if you scroll down it says a lot and it becomes confusing",negative
Haris udin febriansyah,1,2023-07-13 01:39:08,Aplikasi ini mesih banyak bug nya yah Masa aku udah mengikuti ko ga bisa yah keriset lagi terus kalo ngetik hurufnya hilang tolong ini min diperbaiki,"This application still has a lot of bugs. I'm already following it, how come it doesn't work, I'm researching again and if I type, the letters disappear, please fix this, bro.",positive
Reth,5,2023-07-06 05:16:35,"Untuk menjadi aplikasi yang besar , seperti harus ada banyak update dan tambahan fitur baru dan banyak lagi ....... Saya yakin akan menyaingi Twitter , saya ingin aplikasi ini lebih baik dari pada Twitter yang ribet itu","To become a big application, there must be lots of updates and additional new features and much more....... I'm sure it will compete with Twitter, I want this application to be better than Twitter which is complicated",positive
NMYTC Molana,3,2023-07-14 08:53:04,Sebenarnya mau kasih bintang lima tapi kali ini 3 aja soalnya pas mau bagi postingan threads di instagram kok nggak bisa pake musik tolong perbaikannya 😌😌😌😌.,"Actually I wanted to give it five stars but this time I'll just give it 3 because when I want to post threads on Instagram I can't use music, please fix it 😌😌😌😌.",negative
Agus Sofiyan,4,2023-07-09 11:37:34,"Tolong di perbaiki pas share status di feed instagram, tiba-tiba post feed instagram saya salah satu hilang, perbaikan lagi fiturnya biar lebih pro ada kirim pesan, notif pertemanan follback nya dan live siaran, terimakasih","Please fix it when sharing status on the Instagram feed, suddenly one of my Instagram feed posts disappeared, improve the features so they are more pro, there are sending messages, follow-back friend notifications and live broadcasts, thank you",positive
Fajar rasanja,1,2023-11-15 19:22:33,"Kalo udah posting tapi habis itu tiba2 formatnya berubah jadi kotak (1:1) bukan potrait kayak reels gitu, itu kenapa ya? ada yang sama an jg ga ?? :(","If you've posted it but when it's finished, the format suddenly changes to a square (1:1) instead of a portrait like reels, why is that? is there anything the same or not? :(",positive
papah zola,1,2024-04-24 08:52:54,"Apk nya udah bagus sih, tpi lebih baik lagi mending ga bikin apk, karna X ( twitter ) jauh lebih baik dri ini wkwkwkwk gue user twitter tertawa melihat apk ini.","The apk is already good, but it's better not to make an apk, because X (twitter) is much better than this hahaha, I'm a Twitter user laughing when I see this apk.",positive
Predi Darmanto,5,2024-06-11 13:55:21,Aplikasinya bagus,The application is good,positive
Muhammad Lutfil Amin Siregar,5,2023-09-24 11:32:07,"Permulaan yang bagus dengan firur yang diberikan, aplikasi nya juga keren, semoga kedepannya makin banyak fitur² yang mendukung","A good start with the features provided, the application is also cool, hopefully in the future there will be more supporting features",positive
MUH ALVIN AJRY,4,2023-07-13 12:10:51,"Yang ulasannya punya masalah, kekurangan, ini, dan itu, itu wajar karena masih blum dapet satu tahun pas launching. Masih ada perbaikan sana sini, dan butuh waktu juga agar threads bisa dibilang sempurna dari user² nya","Those whose reviews have problems, shortcomings, this and that, that's normal because it hasn't been released for a year yet. There are still improvements here and there, and it also takes time for the threads to be considered perfect by users",positive
Maryana Ana,5,2024-06-26 00:14:15,"saya pemula di treads ini, jadi belum banyak teman...apalagi yang nonton dan like... semoga kedepannya lebih baik lagi","I'm a beginner at this thread, so I don't have many friends... let alone those who watch and like... I hope the future will be better",positive
Miranda Patricia,4,2023-07-07 17:44:00,"overall bagus, cuma masih butuh banyak penambahan fitur untuk di sempurnakan dan butuh macam2 peningkatan. dimaklumi lah apk baru netes","Overall it's good, but it still needs a lot of additional features to be perfected and needs various improvements. It's understandable that the new apk is dropping",positive
Eiji Takahiro,5,2023-07-07 02:59:34,"bagus!! tapi aku agak bingung gak bisa bedain yg follow sama yg enggak, kalopun harus diliat satu² agak ribet soalnya. mungkin bisa kasih perbedaan. tolong dibaca ya dev :')","Good!! but I'm a bit confused and can't differentiate between those who follow and those who don't, even if you have to look at each one, it's a bit complicated. maybe you can make a difference. Please read, dev :')",positive
Marcella Nur Asiah,5,2023-07-06 07:46:06,"Bagus, cuman aku masih belum terlalu ngerti mainin apk ini. Aku juga bingung gimana cara upload video, soalnya pas aku pencet, cuman ada untuk foto😭🙏","Good, but I still don't really understand how to play this apk. I'm also confused about how to upload a video, because when I press it, it's only there for photos😭🙏",positive
trip anak kaltim,5,2023-07-07 03:41:18,Aplikasinya bagus. semoga setiap akun hanya bisa dikelola oleh satu pengguna saja. dan tidak ada sampah-sampah yang mengandung sex seperti aplikasi lainnya.,The application is good. Hopefully each account can only be managed by one user. and there is no rubbish that contains sex like other applications.,positive
Syafran Bagi,4,2023-07-08 08:54:06,"Lebih simple dari twitter, kelebihannya jika login tinggal masuk instragram dan jika lupa login instagram tinggal masuk facebook dan kekurangannya dari aplikasi ini akan dijelaskan oleh pemberi ⭐ 1, 2, dan 3 atau buZzeRp 2024. Jika hal itu berkaitan dengan postingan politik","It's simpler than Twitter, the advantage is that if you log in, just go to Instagram and if you forget to log in to Instagram, just go to Facebook and the drawbacks of this application will be explained by the giver ⭐ 1, 2, and 3 or buZzeRp 2024. If this is related to political posts",positive
Yogi Nova,5,2024-04-12 23:28:02,Baik dan sangat informatif,Good and very informative,positive
Muhammad DAFFA ALFARIDZI,1,2023-07-07 09:52:01,"Aplikasi ini udah bisa di donwload tapi ko masih ada eror nya gimana sih threads, pas saya mau scroll ke bawah tampilan nya jadi eror, tolong di perbaiki","This application can now be downloaded but how come there is still an error, what about threads, when I want to scroll down the display shows an error, please fix it",negative
Rian Affandi,5,2023-07-29 11:41:01,"Aplikasinya bagus, tapi tolong logonya diganti jadi burung biar tambah keren. Toh apk sebelah juga udah nggak pake logo itu","The application is good, but please change the logo to a bird to make it cooler. After all, the app on the other side doesn't use that logo anymore",positive
michella hana,4,2024-05-06 01:47:13,"baguss ajaa ga ada kendala sejauh ini aku make apk ini, kedepannya lagi tingkatkan lagii yaa pengembangan nyaa ☺️🙏🏻","It's great, there are no problems so far I'm using this apk, in the future I'll improve it again, the development is good ☺️🙏🏻",positive
katimo yanti,2,2024-04-19 17:43:32,kasih fitur following nya juga dong. terus fitur trending topik juga...,"Thank you for the following feature too, bro. continues to feature trending topics too...",positive
tono Doang,5,2024-04-27 13:49:44,Aku senang app ini sangat buat hiburan untuk ikut serta potingan buat aku.nah paling suka saya kasih bintang lima buat saya.,"I'm happy that this app is really entertaining for me to participate in and post for me. Well, I like it the most, I give it five stars.",positive
WARTININGRUM 29,2,2024-06-15 12:49:31,"Help me please! Padahal baru install beberapa bulan tapi gabisa dipakai ngtreads, ini kenapa ?","Help me please! Even though I've only installed it for a few months, I can't use it on threads, why is this?",positive
Muhammad Barkah,2,2024-05-11 03:12:33,Kenapa ya saat login ngak bisa kebuka aplikasi nya tolong dong pembuat aplikasi ini agar mengirimkan pusat bantuan nya plizzz,Why can't I open the application when I log in? Please help the creator of this application by sending a help center.,positive
TV Samsung 65AU7000,4,2024-06-15 07:35:07,"rame pas awal doang, akhirnya sepi, jadi lebih baik instagram","It's busy at the start, then it's quiet in the end, so it's better to Instagram",positive
Braxy Kw,1,2023-12-19 11:35:47,"Aplikasi penuh dengan ketelanjangan, sangat disayangkan ,banyak cewek2 penjual diri yang sangat banyak, aku rekomendasiin jangan download.","The application is full of nudity, it's a shame, there are a lot of girls who sell themselves very much, I recommend don't download it.",negative
Cerita Kita,1,2023-07-06 15:31:19,"Tampilan eror, menumpuk saat di scroll.. jadi tidak bisa melihat apapun yg ada ditampilan..","Display error, stacking when scrolling... so can't see anything on display...",negative
Waskita Jaya,5,2024-02-10 03:06:10,"Mari kita Budayakan Bersedekah,dengan Rasa Tulus dan Iklas,sesuai batas kemampuan kita masing-masing.","Let's cultivate a culture of giving charity, with sincerity and sincerity, according to the limits of our respective abilities.",positive
Hilyatul Ma'rifah,4,2023-07-08 23:25:37,"Tolong tambahin fitur edit dong, misalnya yang kayak typo gitu trus bisa diedit, biar gak cape klo typo malah hapus😊tambahin terjemahan jg donggggggg😀🫶🏻","Please add an editing feature, for example something like a typo can then be edited, so you don't get tired if the typo ends up being deleted😊add a translation too please😀🫶🏻",positive
Igo Yulianto,2,2023-07-20 10:41:30,"launching,langsung install,buat akun disini,upload video 2x, bingung mau ngapain lagi, akhirnya uninstall dulu, nunggu perkembangan selanjutnya,kalo ada peningkatan install lagi,klo gak ada ya sudah gak bakal install lagi 🤣🤣🤣","launch, immediately install, create an account here, upload videos twice, confused about what else to do, finally uninstall first, wait for further developments, if there is an improvement install again, if there isn't then I won't install again 🤣🤣🤣",positive
Desvito Raka,4,2023-07-11 01:43:45,"Mungkin ku kasih 4 dulu ya. Soalnya masih kurang fitur nya, aku ingin bisa buat akun lebih dari satu. Itu aja sih, moga cepet di update lah ya. Semoga apikasi ini sukses 💪","Maybe I'll give it 4 first. Because the features are still lacking, I want to be able to create more than one account. That's all, I hope it's updated quickly. Hopefully this application is successful 💪",positive
HANIF R.A (XI-7),5,2023-07-06 10:45:01,"Karena ga mau ketinggalan tren, jadi pake nih sosmed. Lumayan untuk sekelas twitter bahkan lebih bagus dari Twitter, walau fiturnya masih ada beberapa yang kurang sih. 😅","Because I don't want to be left behind by trends, I use social media. Not bad for Twitter's class, even better than Twitter, although there are still some features that are lacking. 😅",negative
Rahmat Sidi,5,2023-07-07 08:54:03,"Aplikasi yang sangat keren, fiturnya lebih lengkap dibandingkan aplikasi tetangga sebelah. Bismillah, iPhone dan MacBook Pro.","A very cool application, its features are more complete than the neighboring application. Bismillah, iPhone and MacBook Pro.",positive
Dimas Panji,4,2024-02-14 04:27:37,"Berguna bgt buat aku, Tapi Pas mau Upload Foto/Video Buat Utas baru Malah Berhenti App-nya. Sorry yeh, saya Kasih Bintang 4 buat app Buatan Meta.","Very useful for me, but when I want to upload photos/videos to create a new thread, the app stops. Sorry, I gave 4 stars for the app made by Meta.",positive
Immanuel Gorisalam,1,2024-06-19 07:45:52,"Udah hmpr 10 tahun pake aplikasi IG aman2 sj gak pernah kena banned ,pas instal aplikasi threads 2 hari kemudian tanpa sebab langsung kena banned , IG juga kena banned , padahal gak posting ap2 , langsung gue hapus aplikasinya 👎","I've been using the IG application safely for almost 10 years but I've never been banned, when I installed the Threads application 2 days later without any reason, I immediately got banned, IG also got banned, even though I didn't post anything, I immediately deleted the application 👎",positive
KILL'em ATTACK,3,2023-07-09 13:31:13,Lagi upload foto terus tiba tiba keluar sendiri gatau ke Napa bug Mulu udah di coba beberapa kali tetep sama gak bisa kirim foto itu,"I'm uploading a photo and then suddenly it comes out on its own, I don't know if it's going to Napa, Mulu bug. I've tried several times but still can't send the photo.",negative
Nurul KArisma,5,2023-07-07 12:20:59,Lumayan asik 🤣 kalo digabung sama ig bisa enggak? Gue gatau dah konsepnya TAPI serius ini seru kek twi... Andai bisa edit tulisan cakep bisa save gambar 😆 (adem untung masih kaga ada iklan),It's pretty cool 🤣 Is it possible to combine it with IG or not? I don't know what the concept is BUT seriously this is fun twi... If you can edit the cute writing you can save the image 😆 (cool luckily there are still no ads),positive
Mohammad Sakti12,3,2023-07-07 09:24:54,Terjadi bug saat memakai mode gelap mohon di perbaiki. Dan mohon di tambahkan mode gelap di aplikasi sendiri biar GK silau,"A bug occurred when using dark mode, please fix it. And please add dark mode to the application itself so it won't be dazzled",positive
Si Jalanraya,4,2023-09-13 09:38:46,"Lumayan lah, so far nggak terlalu bagus & nggak terlalu jelek juga apknya, Mines nya Cmn Fiturnya yang kurang apalagi kalau kayak mau nge retwett gitu postingannya pasti ketumpuk","It's not bad, so far it's not too good & the apk isn't too bad either, Mines is the only feature that's lacking, especially if you want to retweet, the posts will definitely pile up.",positive
Anan Tri,3,2023-07-15 11:37:01,"Akan lebih bagus jika ditambah fitur baru seperti trending topic dan hastag, itu akan sangat membantu, terimakasih!","It would be great if we added new features such as trending topics and hashtags, that would be very helpful, thank you!",positive
Dina Silfiyah,5,2023-07-09 23:02:12,menurut ku apk bagus walau rada takut sama info yg beredar tapi demi bias aku akan bertahan tolong tambahkan untuk menyimpan ft dan terjemahan 🙏,I think the apk is good even though I'm a bit afraid of the information circulating but for the sake of bias I'll stick with it please add it to save ft and translation 🙏,positive
Syakroni T,5,2024-05-13 13:11:45,Alhamdulillaah semangkin bagus,"Alhamdulillah, it's getting better",positive
Qodar iyah,4,2023-10-27 15:39:33,Kok gak ada penerjemah bahasa ya..tolong dong di tingkatkan lagi..diperbaharui lagi biar bisa ngerti kalau yg lainnya berbahasa inggris maupun Korea..😔,How come there isn't a language translator... please improve it again... update it so you can understand other people speaking English or Korean...😔,positive
M Irfani,1,2023-07-07 18:37:26,"Aplikasi kalo belum siap gk usah di rilus dlu, ini apl macam apa, ngebug gk bisa di gunakan. Tolong segera dibperbaiki.","If the application isn't ready, there's no need to release it first, what kind of application is this, if it's buggy, it can't be used. Please fix it immediately.",negative
7Up・ Kentang,1,2023-07-07 11:31:48,Error atau bug sih emang untuk apps ini butuh kapasitas ram brp supaya ga error krn hp gw sendiri ini Ram 6/32 Maaf untuk sementara bintang 1 dulu,"Is it an error or a bug? How much RAM capacity does this app need so that it doesn't error because my cellphone has 6/32 RAM. Sorry, for now, 1 star.",negative
Indah Suci Selfika Sari,1,2023-10-18 16:10:29,"kesel banget treads gaada fotur draftnya kayak di Twitter, saya udah ngetik panjang banget sampai berjam jam hilang gitu aja cuma garagara hp saya mati udah berkali kali kek gitu, jadi hilang mood","I'm really annoyed that threads don't have a draft feature like on Twitter, I've been typing for so long that I've lost hours, just because my cell phone has died so many times, I've lost my mood.",negative
Devan Febriansyah,5,2023-09-30 14:35:21,"Aplikasi threads ini merupakan aplikasi yang mirip sekali dengan Twitter yah, hampir mirip hampir menyerupai Twitter yah, hehehe tapi aplikasi ini menurut saya pribadi sangatlah berguna bagi para penggunanya, karena aplikasi ini tuh bisa bermanfaat baik bagi masyarakat di negara kita maupun dari luar negeri sana.","This threads application is an application that is very similar to Twitter, almost like Twitter, hehehe, but I personally think this application is very useful for its users, because this application can be useful both for people in our country and those from abroad.",positive
this puyuh,1,2023-07-11 22:30:19,Bug gak ngerti lagi saat scrolling Threads tiba-tiba semua tampilan huruf saling bertumpukan tidak karuan sangat parah,"The bug no longer understands when scrolling Threads suddenly all the letters appear superimposed on each other, which is very bad",negative
DhaniGalleryOfficial,1,2023-08-02 06:34:02,Baru juga download. Malah bug mulu. Upload selalu gagal. Padahal wifi stabil,"Just downloaded it too. In fact, it's a bug. Upload always fails. Even though the wifi is stable",negative
Kayla Bilqis__,2,2023-07-07 17:14:20,"Mungkin saja masih dalam pengembangan, saat baru di download tidak bisa dibuka sama sekali. Ditunggu perbaikan selanjutnya","Maybe it's still under development, when you just download it you can't open it at all. Waiting for further improvements",positive
