text,positive_sentences,positive_score
tolong tambah terjemah cara otomatis kami sangat butuh itu terimakasih threads,tolong tambah terjemah cara otomatis kami sangat butuh itu terimakasih threads,1
belum ada fitur translate crop terus save kalau dapat cari cara agar kalau mau hps akun threads akun ig juga tidak ikut hapus permanen karena saya login guna akun ig mau hps salah satu di akun threads tidak dapat,belum ada fitur translate crop terus save kalau dapat cari cara agar kalau mau hps akun threads akun ig juga tidak ikut hapus permanen karena saya login guna akun ig mau hps salah satu di akun threads tidak dapat,1
padahal fiturnya ok tapi kenapa tidak dapat singkron antara instagram dan threads bahkan ada yang logout baru buka salah satu,padahal fiturnya ok tapi kenapa tidak dapat singkron antara instagram dan threads bahkan ada yang logout baru buka salah satu,1
sudah bagus kok aplikasi nya cuma tidak ada translate coba di tambah terjemah pasti akan lebih bagus,sudah bagus kok aplikasi nya cuma tidak ada translate coba di tambah terjemah pasti akan lebih bagus,1
fiturnya kurang banyak terus isi timelinenya tidak sesuai sama minat,fiturnya kurang banyak terus isi timelinenya tidak sesuai sama minat,1
yang anda tampil beranda saya hanya kumpul tokoh publik yang tidak saya kenal dan tidak saya follow jadi saya hilang akses untuk teman yang saya ikut aplikasi tidak jelas done to uninstall,yang anda tampil beranda saya hanya kumpul tokoh publik yang tidak saya kenal dan tidak saya follow jadi saya hilang akses untuk teman yang saya ikut aplikasi tidak jelas done to uninstall,1
saya kasih saja karena emang bagus tampil yang meta buat simple dan dulu saya download thereads hanya untuk login saja telah itu langsung uninstall karena memo penuh dan ini saya down lagi karena postingan thereads sering lewat di beranda ig jadi nya penasaran saya mikirnya guna sini asik gakk kaya dii belah moga saja deh fiturnya tambah baguss itu saja saja ulas kuu maaf ye kalau saya terlalu zuzur,saya kasih saja karena emang bagus tampil yang meta buat simple dan dulu saya download thereads hanya untuk login saja telah itu langsung uninstall karena memo penuh dan ini saya down lagi karena postingan thereads sering lewat di beranda ig jadi nya penasaran saya mikirnya guna sini asik gakk kaya dii belah moga saja deh fiturnya tambah baguss itu saja saja ulas kuu maaf ye kalau saya terlalu zuzur,1
benar aplikasi bagus simpel tidak nego dan cenderung sedikit bot karena log in lewat instagram tapi tolong tambah begitu dm karena jadi tidak perlu buka ig dan ada bug ketika alih ke ig tidak dapat kembali harus tutup atau tidak kembali ke home screen,benar aplikasi bagus simpel tidak nego dan cenderung sedikit bot karena log in lewat instagram tapi tolong tambah begitu dm karena jadi tidak perlu buka ig dan ada bug ketika alih ke ig tidak dapat kembali harus tutup atau tidak kembali ke home screen,1
dulu iya bang zubreker karena belum optimal saja saja sama ada beberapa bug yang jadi,dulu iya bang zubreker karena belum optimal saja saja sama ada beberapa bug yang jadi,1
aplikasi yang bikin emosi orang capek yang nulis unggah gagal melulu balas komen nulis pendek panjang pun hasil sering ganggu dan akhir tidak muncul aplikasi ini sangat kecewa bagi saya kurang dukung bagi guna,aplikasi yang bikin emosi orang capek yang nulis unggah gagal melulu balas komen nulis pendek panjang pun hasil sering ganggu dan akhir tidak muncul aplikasi ini sangat kecewa bagi saya kurang dukung bagi guna,1
aplikasi baik,aplikasi baik,1
saya saja baru download malam tiba tiba app nya logout sendiri tolong untuk baik iya,saya saja baru download malam tiba tiba app nya logout sendiri tolong untuk baik iya,1
aplikasi sudah baik namun saya temu bug ketika akan buat thread mana ketika saya pindah kursor ke kata awal yang sudah tulis dan ingin ganti kursor error tidak mau spasi atau tambah huruf tolong juga baik tampil agar lebih enak lihat tambah juga mode gelap dan juga buat menu pilah antara bukan following dan following sekian,aplikasi sudah baik namun saya temu bug ketika akan buat thread mana ketika saya pindah kursor ke kata awal yang sudah tulis dan ingin ganti kursor error tidak mau spasi atau tambah huruf tolong juga baik tampil agar lebih enak lihat tambah juga mode gelap dan juga buat menu pilah antara bukan following dan following sekian,1
aplikasi bagus untuk cari teman,aplikasi bagus untuk cari teman,1
tolong baik bug wktu ngelihat followers dan following akun threads kdg tidak dapat di lihat di refresh kali kali tetap tidak dapat,tolong baik bug wktu ngelihat followers dan following akun threads kdg tidak dapat di lihat di refresh kali kali tetap tidak dapat,1
lumayan bagus saran saja tambahin terjemah teks nya sama supaya dapat chatan,lumayan bagus saran saja tambahin terjemah teks nya sama supaya dapat chatan,1
aplikasi bagus tetapi durasi video sajah terlalu pendek,aplikasi bagus tetapi durasi video sajah terlalu pendek,1
sering sangat sekarang instagram saya di suspend padahal jarang sangat posting,sering sangat sekarang instagram saya di suspend padahal jarang sangat posting,1
baik bantu kita lebih banyak kenal orang yang kualitas bidang,baik bantu kita lebih banyak kenal orang yang kualitas bidang,1
aplikasi jelek sangat kalau mau hapus akun threads guna harus hapus akun instagram dulu,aplikasi jelek sangat kalau mau hapus akun threads guna harus hapus akun instagram dulu,1
canggih sesuai dengan nama,canggih sesuai dengan nama,1
aplikasi nya bagus cuma pas play video tidak ada suara,aplikasi nya bagus cuma pas play video tidak ada suara,1
fiturnya tidak lengkap tidak ada translate,fiturnya tidak lengkap tidak ada translate,1
overall bagus cuma perlu ditambahin fitur agar dapat lihat post dari orang yang kita follow saja sama saja tampilin jumlah orang yang kita ikut,overall bagus cuma perlu ditambahin fitur agar dapat lihat post dari orang yang kita follow saja sama saja tampilin jumlah orang yang kita ikut,1
masih banyak bug tapi saya yakin aplikasi ini dapat kaya twitter sama instagram,masih banyak bug tapi saya yakin aplikasi ini dapat kaya twitter sama instagram,1
muak lebih baik tutup saja saja sudah cukup instagram saja,muak lebih baik tutup saja saja sudah cukup instagram saja,1
untuk hape lama kurang support tunggu update lanjut,untuk hape lama kurang support tunggu update lanjut,1
keren tapi kurang asyik belum ada musik,keren tapi kurang asyik belum ada musik,1
sudah bagus tapi tolong kasih fitur untuk dapat kembali nomor threads di bio instagram yang hapus,sudah bagus tapi tolong kasih fitur untuk dapat kembali nomor threads di bio instagram yang hapus,1
sering bug sering sangat tiap buka pasti bug begitu saran begitu dapat hapus akun tanpa harus hapus akun ig,sering bug sering sangat tiap buka pasti bug begitu saran begitu dapat hapus akun tanpa harus hapus akun ig,1
aplikasi bagus dan untuk elon dan zuckerberg info yang menang siapa dan maklum kalau masih sedikit fitur karena masih dalam kembang atau masih aplikasi baru,aplikasi bagus dan untuk elon dan zuckerberg info yang menang siapa dan maklum kalau masih sedikit fitur karena masih dalam kembang atau masih aplikasi baru,1
applikasinya bagys simpel tidak ribet aku suka,applikasinya bagys simpel tidak ribet aku suka,1
nomer user threads di bio ig kok tidak dapat dimunculin bagaimana saja cara supaya muncul mudah dong opsi nya,nomer user threads di bio ig kok tidak dapat dimunculin bagaimana saja cara supaya muncul mudah dong opsi nya,1
aku temu bug yang pertama saat unggah threads dengan lampir foto resolusi tinggi threads tidak unggah padahal koneksi data unggah jalan dan itu bareng dengan aplikasi lag bahkan sampai forceclose dan yang dua saat copy teks selain huruf alphabet seperti huruf arab thailand aksara jawa aplikasi akan alami lag hingga kemudian forceclose untuk kembang tolong optimal lagi karena beberapa apl meta punya masalah sama hadap kompresi media foto video,aku temu bug yang pertama saat unggah threads dengan lampir foto resolusi tinggi threads tidak unggah padahal koneksi data unggah jalan dan itu bareng dengan aplikasi lag bahkan sampai forceclose dan yang dua saat copy teks selain huruf alphabet seperti huruf arab thailand aksara jawa aplikasi akan alami lag hingga kemudian forceclose untuk kembang tolong optimal lagi karena beberapa apl meta punya masalah sama hadap kompresi media foto video,1
aplikasi bagus konten dapat di saring tidak kayak belah centang biru bayar,aplikasi bagus konten dapat di saring tidak kayak belah centang biru bayar,1
app masih sering henti tolong baik threads harus ada fitur trend topik juga dong,app masih sering henti tolong baik threads harus ada fitur trend topik juga dong,1
ko harus dowload lagi saja kenapa tolng di baik iya sekali lagi hilang hilang melulu ig nya,ko harus dowload lagi saja kenapa tolng di baik iya sekali lagi hilang hilang melulu ig nya,1
lokasi saya ada di kalsel tapi pas say login ada notifikasi dari instagram bahwa saya login lokasi nya di kalimantan utara tolong di baik,lokasi saya ada di kalsel tapi pas say login ada notifikasi dari instagram bahwa saya login lokasi nya di kalimantan utara tolong di baik,1
turut aplikasi bagus tapi kurang masih belum dapat terjemah bahasa asing,turut aplikasi bagus tapi kurang masih belum dapat terjemah bahasa asing,1
theads buah aplikasi yang mungkin kita bagi sharing ttng apa yang kita paham dan kita cari tahu apa yang tidak kita paham sukses selalu,theads buah aplikasi yang mungkin kita bagi sharing ttng apa yang kita paham dan kita cari tahu apa yang tidak kita paham sukses selalu,1
mas banyak bug yang harus baik seperti layar jadi mix saat di scroll,mas banyak bug yang harus baik seperti layar jadi mix saat di scroll,1
kalau dapat tambah untuk fitur terjemah agar mudah guna threads thankyou,kalau dapat tambah untuk fitur terjemah agar mudah guna threads thankyou,1
tidak dapat pakai comment tolong baik,tidak dapat pakai comment tolong baik,1
asih ulas itu yang benar kata pakai threads ngeleg ini lah itu lah ini kok saya makek nya bagus saja padahal hp saya tipe kentang bagus saja ini saya make nya tidak ada yang ngeleg atau yang lain,asih ulas itu yang benar kata pakai threads ngeleg ini lah itu lah ini kok saya makek nya bagus saja padahal hp saya tipe kentang bagus saja ini saya make nya tidak ada yang ngeleg atau yang lain,1
punya masih sangat error seperti timpa begitu jadi belum dapat guna,punya masih sangat error seperti timpa begitu jadi belum dapat guna,1
alhamdulillah senang dapat gabung di trend dan pertama pakai trend bingung sendiri cara lihat postingan alhamdulillah sekarang sudah paham dan moga aplikasi trend dapat jadi inspirasi untuk guna lain,alhamdulillah senang dapat gabung di trend dan pertama pakai trend bingung sendiri cara lihat postingan alhamdulillah sekarang sudah paham dan moga aplikasi trend dapat jadi inspirasi untuk guna lain,1
daftar nya mudah dan untuk informasi profile nya dapat di impor dari ig,daftar nya mudah dan untuk informasi profile nya dapat di impor dari ig,1
em aplikasi agak bug waktu mau post foto dan saya download aplikasi hanya karena jaemin dan haechan moga aplikasi baik dengan benar iya,em aplikasi agak bug waktu mau post foto dan saya download aplikasi hanya karena jaemin dan haechan moga aplikasi baik dengan benar iya,1
lumayan bagus cuma untuk post komen gambar video tolong kasih fitur simpan yah,lumayan bagus cuma untuk post komen gambar video tolong kasih fitur simpan yah,1
tolong tingkat lagi dong mau upload foto hd tidak dapat sedih sangat  nanti kalau sudah dapat bintang aku tambah,tolong tingkat lagi dong mau upload foto hd tidak dapat sedih sangat  nanti kalau sudah dapat bintang aku tambah,1
aplikasi sangat tarik karena dapat posting upa kata kata dan tidak harus ada konten foto video yang muat seperti di aplikasi utama yaitu instagram,aplikasi sangat tarik karena dapat posting upa kata kata dan tidak harus ada konten foto video yang muat seperti di aplikasi utama yaitu instagram,1
bagus buat stalking dengan arti bagus iya kelola dan magerial komunity dan feedback juga macam,bagus buat stalking dengan arti bagus iya kelola dan magerial komunity dan feedback juga macam,1
untuk saat ini lumayan asik tapi gatau deh depan tambah baik apa makin buruk,untuk saat ini lumayan asik tapi gatau deh depan tambah baik apa makin buruk,1
akhir kali ini update kali kali tampa ada sebab di notifikasi tidak dapat henti,akhir kali ini update kali kali tampa ada sebab di notifikasi tidak dapat henti,1
mantap akan tetapi tiap saya login mesti eror layar seperti di hantam air atau semut,mantap akan tetapi tiap saya login mesti eror layar seperti di hantam air atau semut,1
saya sudah mendownload aplikasi threads an instagram app dan hasil di aplikasi threads an instagram app sudah banyak ikut yang ikut threads an instagram app dan nyata aplikasi threads an instagram app sama seperti instagram dapat oleh ikut dan ikut yang banyak sangat saya saja sampai kaget lihat begitu banyak ikut yang ikut threads an instagram app dan instagram milik saya saya harap moga aplikasi threads an instagram app dan instagram,saya sudah mendownload aplikasi threads an instagram app dan hasil di aplikasi threads an instagram app sudah banyak ikut yang ikut threads an instagram app dan nyata aplikasi threads an instagram app sama seperti instagram dapat oleh ikut dan ikut yang banyak sangat saya saja sampai kaget lihat begitu banyak ikut yang ikut threads an instagram app dan instagram milik saya saya harap moga aplikasi threads an instagram app dan instagram,1
dengan guna aplikasi threads saya dapat jangkau banyak teman bahkan sampai luar negri terus tingkat kualitas aplikasi theads,dengan guna aplikasi threads saya dapat jangkau banyak teman bahkan sampai luar negri terus tingkat kualitas aplikasi theads,1
kok saya tidak dapat upload foto langsung force close tolong baik,kok saya tidak dapat upload foto langsung force close tolong baik,1
bug parah sangat mau upload photo tidak dapat nge forceclose sendiri sampai lelah nyoba lagi nya,bug parah sangat mau upload photo tidak dapat nge forceclose sendiri sampai lelah nyoba lagi nya,1
tidak terlalu bagus tidak terlalu buruk juga saya cuma mau minta saran tolong tambah fitur translate dan fitur dm,tidak terlalu bagus tidak terlalu buruk juga saya cuma mau minta saran tolong tambah fitur translate dan fitur dm,1
aplikasi bagus lumayan buat diary ngeluarin unek yang tidak harus semua teman tahu,aplikasi bagus lumayan buat diary ngeluarin unek yang tidak harus semua teman tahu,1
sebenernya aplikasi nya itu simpel tidak neko neko cenderung seperti bot karena login harus guna instagram oh iya tambah fitur dm agar tidak perlu buka aplikasi nama instagram akhir tolong baik bug mana tidak dapat kembali dan harus tekan tombol home,sebenernya aplikasi nya itu simpel tidak neko neko cenderung seperti bot karena login harus guna instagram oh iya tambah fitur dm agar tidak perlu buka aplikasi nama instagram akhir tolong baik bug mana tidak dapat kembali dan harus tekan tombol home,1
kenapa suka lag begitu,kenapa suka lag begitu,1
sangat tarik untuk mengapreasikan asa hat,sangat tarik untuk mengapreasikan asa hat,1
tingkat lagi kalau dapat jangan ke hubung sama ig usernamenya terus tampil jangan terlalu twitter kasih kesan yang lebih beda dari twitter moga jaya,tingkat lagi kalau dapat jangan ke hubung sama ig usernamenya terus tampil jangan terlalu twitter kasih kesan yang lebih beda dari twitter moga jaya,1
tampil sangat sederhana sayang timeline cuma ada for you saja tidak ada yang cuma akun yang kita following,tampil sangat sederhana sayang timeline cuma ada for you saja tidak ada yang cuma akun yang kita following,1
baik aplikasi ini threads moga depan dapat lebih baik lagi,baik aplikasi ini threads moga depan dapat lebih baik lagi,1
cara seluruh memang sudah bagus yah nama juga aplikasi baru rilis jadi banyak yang harus kembang,cara seluruh memang sudah bagus yah nama juga aplikasi baru rilis jadi banyak yang harus kembang,1
semenjak main threads aplikasi instagram jadi force close terus tidak dapat buka,semenjak main threads aplikasi instagram jadi force close terus tidak dapat buka,1
aplikasi bagus untuk ikut di tonton dan menggunakanya,aplikasi bagus untuk ikut di tonton dan menggunakanya,1
aplikasi guna sangat dan sangat bantu dapat buat ngecurahin isi pikir dan sampai ide puitis pokok the best sudah,aplikasi guna sangat dan sangat bantu dapat buat ngecurahin isi pikir dan sampai ide puitis pokok the best sudah,1
keren saja aplikasi sosmed minimal,keren saja aplikasi sosmed minimal,1
wadaw kren bagus saja saja cuma masih ada bug sama harus di tambahin hal lain iya wajar lah orang apk baru rilis lahir,wadaw kren bagus saja saja cuma masih ada bug sama harus di tambahin hal lain iya wajar lah orang apk baru rilis lahir,1
untuk saat ini masih bagus sekali kalau dapat perlu tingkat lagi,untuk saat ini masih bagus sekali kalau dapat perlu tingkat lagi,1
aplikasi bagus dan guna juga tapi terkadang ada bug dan keluar apk dengan sendiri tapi untuk sekarang aplikasi nya bagus saja,aplikasi bagus dan guna juga tapi terkadang ada bug dan keluar apk dengan sendiri tapi untuk sekarang aplikasi nya bagus saja,1
tolong di bantu akun saya kenapa jadi tidak dapat di buka apk tidak guna langsung tiba sangat akun saya di hapus nyesel sumpah sudah download apk ini,tolong di bantu akun saya kenapa jadi tidak dapat di buka apk tidak guna langsung tiba sangat akun saya di hapus nyesel sumpah sudah download apk ini,1
masih fresh saja belum banyak fitur di kembang mudah lebih ramai seperti burung buru,masih fresh saja belum banyak fitur di kembang mudah lebih ramai seperti burung buru,1
sangat bantu,sangat bantu,1
bug nya masih banyak sampai ngeblank wkwk di android sama loading nya lama sangat padahal wifi sudah mbps,bug nya masih banyak sampai ngeblank wkwk di android sama loading nya lama sangat padahal wifi sudah mbps,1
tiap manusia yang milik jiwa seni ia milik ide kreatif yang cukup banyak namun saat jiwa dan pikir nya ganggu oleh buah peristiwa maka ia akan fokus dalam deteksi peristiwa sebut dan kreativitas yang awal di laku nya akan henti namun yang pasti ia akan temu ide baru dalam hadap peristiwa sebut tapi bagaimana dapat ia temu kreativitas ide nya sementara ia dalam masalah m karena ia anggap di balik peristiwa itu ada hikmah,tiap manusia yang milik jiwa seni ia milik ide kreatif yang cukup banyak namun saat jiwa dan pikir nya ganggu oleh buah peristiwa maka ia akan fokus dalam deteksi peristiwa sebut dan kreativitas yang awal di laku nya akan henti namun yang pasti ia akan temu ide baru dalam hadap peristiwa sebut tapi bagaimana dapat ia temu kreativitas ide nya sementara ia dalam masalah m karena ia anggap di balik peristiwa itu ada hikmah,1
kenapa ketika mau ikut atau pun komentar tidak dapat tolong di baik,kenapa ketika mau ikut atau pun komentar tidak dapat tolong di baik,1
cukup muas moga updatenya juga lebih baik,cukup muas moga updatenya juga lebih baik,1
untuk upload foto atau fidio sering keluar sendiri di aplikasi threads tolong di baik lagi soal aplikasi ini baru locing aku pun baru bikin akun threads,untuk upload foto atau fidio sering keluar sendiri di aplikasi threads tolong di baik lagi soal aplikasi ini baru locing aku pun baru bikin akun threads,1
tolong baik tampil patah patah dan ada bug,tolong baik tampil patah patah dan ada bug,1
telah di baru ko bahkan tidak dapat tampil berita baru tolong segera di perhati dan sangat lambat lambat,telah di baru ko bahkan tidak dapat tampil berita baru tolong segera di perhati dan sangat lambat lambat,1
sedikit lebih plong di apk threads ketika mau cerita tapi tidak punya teman untuk cerita threads lah tempat curhat nyaman aku,sedikit lebih plong di apk threads ketika mau cerita tapi tidak punya teman untuk cerita threads lah tempat curhat nyaman aku,1
bagus lah tambah lagu kaya di instagram dong min sama arsip postingan,bagus lah tambah lagu kaya di instagram dong min sama arsip postingan,1
aplikasi tidak dapat scroll masih lambat numpuk begitu bagaimana saja tolong di baik terima kasih,aplikasi tidak dapat scroll masih lambat numpuk begitu bagaimana saja tolong di baik terima kasih,1
aplikasi nya bagus dan fiturnya cukup muas untuk depan dapat tingkat lagi,aplikasi nya bagus dan fiturnya cukup muas untuk depan dapat tingkat lagi,1
tampil bagus cuma rentan kena langgar tiap bikin utas padahal tidak ada unsur yang langgar,tampil bagus cuma rentan kena langgar tiap bikin utas padahal tidak ada unsur yang langgar,1
akun threads di bio instagram tidak dapat sembunyi minimal sedikit paham lah kalau tidak semua guna mau ada nama akun di bio pampang gede itu mohon di update lanjut akun threads nya dapat di hide dari bio ig saya mohon,akun threads di bio instagram tidak dapat sembunyi minimal sedikit paham lah kalau tidak semua guna mau ada nama akun di bio pampang gede itu mohon di update lanjut akun threads nya dapat di hide dari bio ig saya mohon,1
overall sudah bagus mungkin kalau ditambahin fitur translate lebih bagus,overall sudah bagus mungkin kalau ditambahin fitur translate lebih bagus,1
belum lama pakai aplikasi ini turut saya bagus juga untuk share berita baru banyak orang cuma untuk tempat curhat aplikasi ini mirip aplikasi yang dulu path,belum lama pakai aplikasi ini turut saya bagus juga untuk share berita baru banyak orang cuma untuk tempat curhat aplikasi ini mirip aplikasi yang dulu path,1
aplikasi nya sudah bagus tapi kenapa iya tiap saya masuk pasti ngebug dan pecah pecah padahal guna lain tidak seperti itu,aplikasi nya sudah bagus tapi kenapa iya tiap saya masuk pasti ngebug dan pecah pecah padahal guna lain tidak seperti itu,1
saat scroll ini aplikasi masih belum lancar tapi kalau scroll ig enak,saat scroll ini aplikasi masih belum lancar tapi kalau scroll ig enak,1
sangat luar biasa aplikasi ini saran saya dengan daftar akun ig ke trands tidak perlu semua di riset,sangat luar biasa aplikasi ini saran saya dengan daftar akun ig ke trands tidak perlu semua di riset,1
moga tidak ada iklan atau fitur bayar yang ganggu nyaman guna sini,moga tidak ada iklan atau fitur bayar yang ganggu nyaman guna sini,1
butuh fitur translate pakai sangat butuh fitur buat dapat save foto juga,butuh fitur translate pakai sangat butuh fitur buat dapat save foto juga,1
bang tolong tambahin fitur translate aelah ini agar saya paham kalau cokpop saya update add translate feature please,bang tolong tambahin fitur translate aelah ini agar saya paham kalau cokpop saya update add translate feature please,1
banyak bug terus apk nya tidak mulus masih banyak yang patah patah,banyak bug terus apk nya tidak mulus masih banyak yang patah patah,1
puas namun kenapa threads ini ada bug iya mohon segera di fi,puas namun kenapa threads ini ada bug iya mohon segera di fi,1
apk nya bagus tapi tidak ada fitur translate nya please add the translate feature,apk nya bagus tapi tidak ada fitur translate nya please add the translate feature,1
teks tumpuk jadi tidak dapat baca tolong iya baik aplikasi,teks tumpuk jadi tidak dapat baca tolong iya baik aplikasi,1
mantap cukup mirip kayak belah ngomong-ngomong ini saya kasih bintang dulu soal tidak ada tema perangkat gelap kalau sudah ada nanti saya tambahin,mantap cukup mirip kayak belah ngomong-ngomong ini saya kasih bintang dulu soal tidak ada tema perangkat gelap kalau sudah ada nanti saya tambahin,1
overall good saya saja minta adakan fitur list seperti belah agar konten lebih organisir,overall good saya saja minta adakan fitur list seperti belah agar konten lebih organisir,1
ini adalah aplikasi ganti x twitter yang hampir rupa persis sejak edar rumor bahwa bos meta mark akan duel vs dengan bos twitter x mas elon aplikasi ini makin populer dan banyak unduh oleh guna turut saya ini aplikasi yang bagus untuk informasi,ini adalah aplikasi ganti x twitter yang hampir rupa persis sejak edar rumor bahwa bos meta mark akan duel vs dengan bos twitter x mas elon aplikasi ini makin populer dan banyak unduh oleh guna turut saya ini aplikasi yang bagus untuk informasi,1
apk ny eror pas scroll bawah bahkan gambar nya itu jadi luntur begitu tolong di baik lagi,apk ny eror pas scroll bawah bahkan gambar nya itu jadi luntur begitu tolong di baik lagi,1
seru juga iya pakai aplikasi threads jadi banyak lebih informasi dan ide yang kita dapat di media sosial thank you,seru juga iya pakai aplikasi threads jadi banyak lebih informasi dan ide yang kita dapat di media sosial thank you,1
apk nya bagus sich cuma jarang di gunain jadi temennya cuma sedikit,apk nya bagus sich cuma jarang di gunain jadi temennya cuma sedikit,1
aplikasi nya bagus cuma yang kurang tolong kasih fitur translate dong,aplikasi nya bagus cuma yang kurang tolong kasih fitur translate dong,1
aplikasi perlu di baik lagi tambah fitur terjemah bahasa,aplikasi perlu di baik lagi tambah fitur terjemah bahasa,1
untuk ui atau interface mirip sama twitter dan bahkan mampir sama cuma beda warna tapi karena login ny dapat lalu ig jadi lebih mudah overall apk buat saingin elon mus,untuk ui atau interface mirip sama twitter dan bahkan mampir sama cuma beda warna tapi karena login ny dapat lalu ig jadi lebih mudah overall apk buat saingin elon mus,1
seni mantap jempol harus instal saja buat kalian yang belum instal,seni mantap jempol harus instal saja buat kalian yang belum instal,1
buat fitur translate sama baik bug force close nya,buat fitur translate sama baik bug force close nya,1
akun aku hilang gara ngeuninstal threads apk apa saja ini yang nyiptain apk ini stress anjg segitu nya sangat kah sampai harus ikut ngilangin akun supaya tidak ada yang ngeuninstal threads begitu cara nya stress sumpah ini apk tidak guna sudah ikut in tweater apa coba,akun aku hilang gara ngeuninstal threads apk apa saja ini yang nyiptain apk ini stress anjg segitu nya sangat kah sampai harus ikut ngilangin akun supaya tidak ada yang ngeuninstal threads begitu cara nya stress sumpah ini apk tidak guna sudah ikut in tweater apa coba,1
salah satu apk fav tapi masih ada bug yang ganggu mohon baik untuk depan,salah satu apk fav tapi masih ada bug yang ganggu mohon baik untuk depan,1
tulis getar getar kaya mau rusak mungkin bug jadi tolong baik saya juga pengin ngethreads gasieeh,tulis getar getar kaya mau rusak mungkin bug jadi tolong baik saya juga pengin ngethreads gasieeh,1
terlalu monoton dan kembali nostalgia ke jaman awal facebook bentuk sudah begitu nagih hutang akun langsung di banned lebih baik twitter deh,terlalu monoton dan kembali nostalgia ke jaman awal facebook bentuk sudah begitu nagih hutang akun langsung di banned lebih baik twitter deh,1
perlu di update lagi saja ini habis sembunyi lencana threads di profil instagram masa tidak dapat balik lagi nyesel kecewa,perlu di update lagi saja ini habis sembunyi lencana threads di profil instagram masa tidak dapat balik lagi nyesel kecewa,1
saya baru coba kok muncul bug padahal hp saya baik baik saya tolong dong dari pihak threads,saya baru coba kok muncul bug padahal hp saya baik baik saya tolong dong dari pihak threads,1
mohon maaf ini kenapa tiba tiba app nya jadi error begini iya tolong baik,mohon maaf ini kenapa tiba tiba app nya jadi error begini iya tolong baik,1
sangat motivasi ada aplikasi ini sehinnga saya dapat laku giat lebih banyak lagi,sangat motivasi ada aplikasi ini sehinnga saya dapat laku giat lebih banyak lagi,1
cukup bagus untuk dapat tulis segala ide dan pikir sekaligus gagas,cukup bagus untuk dapat tulis segala ide dan pikir sekaligus gagas,1
lumayan saja tapi tidak ada fitur translate sama dark mode suka error juga,lumayan saja tapi tidak ada fitur translate sama dark mode suka error juga,1
bagus saja tapi banyak fitur yang tidak ada seperti translate dan aku maklum karena app baru,bagus saja tapi banyak fitur yang tidak ada seperti translate dan aku maklum karena app baru,1
maaf mau tanya kenapa di saya layar itu selalu tidak dapat di kebawahin sama agak eror begitu kaya double begitu jadi kaya eror begitu,maaf mau tanya kenapa di saya layar itu selalu tidak dapat di kebawahin sama agak eror begitu kaya double begitu jadi kaya eror begitu,1
apk sudah bagus cuma tolong benarin id lancana threads yang di hapus dapat di muncul kan lagi,apk sudah bagus cuma tolong benarin id lancana threads yang di hapus dapat di muncul kan lagi,1
tidak tahu kenapa tiap buka beberapa threads tentu selalu force close di miui,tidak tahu kenapa tiap buka beberapa threads tentu selalu force close di miui,1
sempat bug jadi saya coba download ulang lagi moga saja lebi baik dari pada yang awal tadi,sempat bug jadi saya coba download ulang lagi moga saja lebi baik dari pada yang awal tadi,1
pas diinstal trsu buka aplikasi terus eror bayang getar goyang mungkin masih ada bug,pas diinstal trsu buka aplikasi terus eror bayang getar goyang mungkin masih ada bug,1
aplikasi sanggat bagus saya harap ada fitur terjemah seperti di instagram,aplikasi sanggat bagus saya harap ada fitur terjemah seperti di instagram,1
kurang bagus tidak dapat tampil postingan di treads sudah di coba di instagram pun sulit keluar postingan gambar,kurang bagus tidak dapat tampil postingan di treads sudah di coba di instagram pun sulit keluar postingan gambar,1
bagus tapi sayang algoritmanya masih beranta buat ngeload beranda saja masih muter di post itu saja,bagus tapi sayang algoritmanya masih beranta buat ngeload beranda saja masih muter di post itu saja,1
aplikasi bagus dari meta tinggal tambah fitur terjemah bahasa untuk postingan dan komentar seperti di instagram,aplikasi bagus dari meta tinggal tambah fitur terjemah bahasa untuk postingan dan komentar seperti di instagram,1
kolom komentar kenapa tidak dapat buka mohon baik,kolom komentar kenapa tidak dapat buka mohon baik,1
masih banyak bug kalau sudah di fix bakal update rating,masih banyak bug kalau sudah di fix bakal update rating,1
good apllication nanti dapat coba dikembangin lagi,good apllication nanti dapat coba dikembangin lagi,1
sangat saran untuk anda yang main media sosial seperti saya aplikasi ini sangat mungkin untuk interaksi lebih dekat,sangat saran untuk anda yang main media sosial seperti saya aplikasi ini sangat mungkin untuk interaksi lebih dekat,1
good stuff mohon pada halaman beranda beri opsi tabs hanya lihat threads dari orang yang kita follow saja,good stuff mohon pada halaman beranda beri opsi tabs hanya lihat threads dari orang yang kita follow saja,1
aplikasi baik dan simple,aplikasi baik dan simple,1
hallo admin jauh ini aplikasi threads ini sangat hibur sekali lebih pada postingan yang tema komedi sayang ada buah kurang yang mungkin kita butuh yaitu kita tidak dapat baca komentar baca lain hadap postingan saya mohon sekaligus minta supaya baca dapat baca komentar terimakasih,hallo admin jauh ini aplikasi threads ini sangat hibur sekali lebih pada postingan yang tema komedi sayang ada buah kurang yang mungkin kita butuh yaitu kita tidak dapat baca komentar baca lain hadap postingan saya mohon sekaligus minta supaya baca dapat baca komentar terimakasih,1
overall bagus tapi harus ada fitur terjemah seperti di twitter,overall bagus tapi harus ada fitur terjemah seperti di twitter,1
tolong beri fitur yang lengkap seperti opsi terjemah,tolong beri fitur yang lengkap seperti opsi terjemah,1
